id,name,club,year,page,region_for_year,points,elo,tournaments,regions_seen,region_by_year_full,last_seen_region,last_seen_year,last_seen_page
308,Tops,,2022,1,far_east,0,2271,0,far_east,"{""2022"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
308,Tops,,2023,1,,,,,far_east,"{""2022"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
308,Tops,,2024,1,,,,,far_east,"{""2022"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
308,Tops,,2025,1,far_east,56,2271,4,far_east,"{""2022"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
452,Wake up,,2022,1,far_east,0,2122,0,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
452,Wake up,,2023,1,far_east,66,2122,5,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
452,Wake up,,2024,1,far_east,107,2122,6,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
452,Wake up,,2025,1,,,,,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
466,ALT,,2022,1,far_east,0,1000,0,far_east,"{""2022"": ""far_east""}",far_east,2022,1
466,ALT,,2023,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
466,ALT,,2024,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
466,ALT,,2025,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
483,Tokami,,2022,1,far_east,0,1729,0,far_east,"{""2022"": ""far_east""}",far_east,2022,1
483,Tokami,,2023,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
483,Tokami,,2024,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
483,Tokami,,2025,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
485,Газ Новичок,,2022,1,far_east,0,1048,0,far_east,"{""2022"": ""far_east""}",far_east,2022,1
485,Газ Новичок,,2023,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
485,Газ Новичок,,2024,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
485,Газ Новичок,,2025,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
486,Verner,,2022,1,far_east,0,1264,0,far_east,"{""2022"": ""far_east""}",far_east,2022,1
486,Verner,,2023,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
486,Verner,,2024,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
486,Verner,,2025,1,,,,,far_east,"{""2022"": ""far_east""}",far_east,2022,1
487,Bandos,,2022,1,far_east,0,2238,0,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
487,Bandos,,2023,1,far_east,83,2238,8,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
487,Bandos,,2024,1,far_east,146,2238,13,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
487,Bandos,,2025,1,far_east,66,2238,5,far_east,"{""2022"": ""far_east"", ""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
2011,АПОКАЛИПСИС,,2022,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2011,АПОКАЛИПСИС,,2023,1,far_east,109,1939,6,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2011,АПОКАЛИПСИС,,2024,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2011,АПОКАЛИПСИС,,2025,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
491,Солёный,,2022,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
491,Солёный,,2023,1,far_east,107,2116,6,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
491,Солёный,,2024,1,far_east,132,2116,8,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
491,Солёный,,2025,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
521,Сюрприз,,2022,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
521,Сюрприз,,2023,1,far_east,87,2246,8,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
521,Сюрприз,,2024,1,far_east,107,2246,11,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
521,Сюрприз,,2025,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
3537,Лeгeндa,,2022,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
3537,Лeгeндa,,2023,1,far_east,80,2440,9,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
3537,Лeгeндa,,2024,1,far_east,159,2440,15,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
3537,Лeгeндa,,2025,1,far_east,176,2440,9,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
1459,Mileena,,2022,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
1459,Mileena,,2023,1,far_east,65,1642,5,far_east,"{""2023"": ""far_east""}",far_east,2023,1
1459,Mileena,,2024,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
1459,Mileena,,2025,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2012,КарЛеоне,,2022,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2012,КарЛеоне,,2023,1,far_east,64,1976,5,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2012,КарЛеоне,,2024,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2012,КарЛеоне,,2025,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
490,Герман,,2022,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
490,Герман,,2023,1,far_east,54,1995,4,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
490,Герман,,2024,1,far_east,90,1995,12,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
490,Герман,,2025,1,,,,,far_east,"{""2023"": ""far_east"", ""2024"": ""far_east""}",far_east,2024,1
2637,xten,,2022,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2637,xten,,2023,1,far_east,53,2010,6,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2637,xten,,2024,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2637,xten,,2025,1,,,,,far_east,"{""2023"": ""far_east""}",far_east,2023,1
2002,Dr. Pruss,,2022,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
2002,Dr. Pruss,,2023,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
2002,Dr. Pruss,,2024,1,far_east,213,2275,14,far_east,"{""2024"": ""far_east""}",far_east,2024,1
2002,Dr. Pruss,,2025,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
5754,Anny,,2022,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
5754,Anny,,2023,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
5754,Anny,,2024,1,far_east,124,1999,11,far_east,"{""2024"": ""far_east""}",far_east,2024,1
5754,Anny,,2025,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
553,Gron,,2022,1,,,,,far_east,"{""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
553,Gron,,2023,1,,,,,far_east,"{""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
553,Gron,,2024,1,far_east,98,2057,8,far_east,"{""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
553,Gron,,2025,1,far_east,47,2057,2,far_east,"{""2024"": ""far_east"", ""2025"": ""far_east""}",far_east,2025,1
2506,Present,,2022,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
2506,Present,,2023,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
2506,Present,,2024,1,far_east,91,2049,7,far_east,"{""2024"": ""far_east""}",far_east,2024,1
2506,Present,,2025,1,,,,,far_east,"{""2024"": ""far_east""}",far_east,2024,1
7122,Новичок1992,,2022,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7122,Новичок1992,,2023,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7122,Новичок1992,,2024,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7122,Новичок1992,,2025,1,far_east,82,1956,5,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6811,Госпожа Моя,,2022,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6811,Госпожа Моя,,2023,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6811,Госпожа Моя,,2024,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6811,Госпожа Моя,,2025,1,far_east,60,2051,3,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6616,ya.kittana,,2022,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6616,ya.kittana,,2023,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6616,ya.kittana,,2024,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
6616,ya.kittana,,2025,1,far_east,55,1921,5,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7160,Winter,,2022,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7160,Winter,,2023,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7160,Winter,,2024,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
7160,Winter,,2025,1,far_east,44,1831,3,far_east,"{""2025"": ""far_east""}",far_east,2025,1
4752,Roxy,,2022,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
4752,Roxy,,2023,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
4752,Roxy,,2024,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
4752,Roxy,,2025,1,far_east,42,1934,3,far_east,"{""2025"": ""far_east""}",far_east,2025,1
5501,MAMBA,,2022,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
5501,MAMBA,,2023,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
5501,MAMBA,,2024,1,,,,,far_east,"{""2025"": ""far_east""}",far_east,2025,1
5501,MAMBA,,2025,1,far_east,41,1725,4,far_east,"{""2025"": ""far_east""}",far_east,2025,1
1382,Харви,,2022,1,volga_region,10,2351,0,volga_region,"{""2022"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
1382,Харви,,2023,1,,,,,volga_region,"{""2022"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
1382,Харви,,2024,1,volga_region,185,2351,14,volga_region,"{""2022"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
1382,Харви,,2025,1,,,,,volga_region,"{""2022"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
367,Соколова,,2022,1,volga_region,8,1976,0,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
367,Соколова,,2023,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
367,Соколова,,2024,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
367,Соколова,,2025,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
403,Радуга,,2022,1,volga_region,6,1903,0,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
403,Радуга,,2023,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
403,Радуга,,2024,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
403,Радуга,,2025,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
366,Sin3d,,2022,1,volga_region,4,2538,0,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
366,Sin3d,,2023,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
366,Sin3d,,2024,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
366,Sin3d,,2025,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
60,Mr. Vampire,,2022,1,volga_region,0,2320,0,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
60,Mr. Vampire,,2023,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
60,Mr. Vampire,,2024,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
60,Mr. Vampire,,2025,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
108,POISON,,2022,1,volga_region,0,1710,0,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
108,POISON,,2023,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
108,POISON,,2024,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
108,POISON,,2025,1,,,,,volga_region,"{""2022"": ""volga_region""}",volga_region,2022,1
334,Альпач,,2022,1,,,,,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
334,Альпач,,2023,1,volga_region,286,2849,18,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
334,Альпач,,2024,1,volga_region,285,2849,24,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
334,Альпач,,2025,1,volga_region,216,2849,13,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
1013,Фрукт,,2022,1,,,,,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
1013,Фрукт,,2023,1,volga_region,253,2643,24,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
1013,Фрукт,,2024,1,volga_region,261,2643,31,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
1013,Фрукт,,2025,1,,,,,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region""}",volga_region,2024,1
392,Neit,,2022,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
392,Neit,,2023,1,volga_region,177,2313,14,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
392,Neit,,2024,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
392,Neit,,2025,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
719,Аристократ,,2022,1,,,,,volga_region,"{""2023"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
719,Аристократ,,2023,1,volga_region,171,2513,10,volga_region,"{""2023"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
719,Аристократ,,2024,1,,,,,volga_region,"{""2023"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
719,Аристократ,,2025,1,volga_region,118,2513,7,volga_region,"{""2023"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
418,Истина,,2022,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
418,Истина,,2023,1,volga_region,165,2387,13,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
418,Истина,,2024,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
418,Истина,,2025,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
424,Морти,,2022,1,,,,,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
424,Морти,,2023,1,volga_region,160,2552,13,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
424,Морти,,2024,1,volga_region,205,2552,17,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
424,Морти,,2025,1,volga_region,110,2552,11,volga_region,"{""2023"": ""volga_region"", ""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
2872,Бес,,2022,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
2872,Бес,,2023,1,volga_region,155,2112,18,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
2872,Бес,,2024,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
2872,Бес,,2025,1,,,,,volga_region,"{""2023"": ""volga_region""}",volga_region,2023,1
5567,Paradise,,2022,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
5567,Paradise,,2023,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
5567,Paradise,,2024,1,volga_region,281,2573,21,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
5567,Paradise,,2025,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
2589,Йөгерешкин,,2022,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
2589,Йөгерешкин,,2023,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
2589,Йөгерешкин,,2024,1,volga_region,245,2446,18,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
2589,Йөгерешкин,,2025,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
346,Ведьмочка,,2022,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
346,Ведьмочка,,2023,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
346,Ведьмочка,,2024,1,volga_region,229,2447,28,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
346,Ведьмочка,,2025,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
1368,Тори,,2022,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
1368,Тори,,2023,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
1368,Тори,,2024,1,volga_region,223,2311,11,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
1368,Тори,,2025,1,,,,,volga_region,"{""2024"": ""volga_region""}",volga_region,2024,1
318,Franchesco,,2022,1,,,,,volga_region,"{""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
318,Franchesco,,2023,1,,,,,volga_region,"{""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
318,Franchesco,,2024,1,volga_region,203,2655,7,volga_region,"{""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
318,Franchesco,,2025,1,volga_region,117,2655,6,volga_region,"{""2024"": ""volga_region"", ""2025"": ""volga_region""}",volga_region,2025,1
561,Дорадо,,2022,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
561,Дорадо,,2023,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
561,Дорадо,,2024,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
561,Дорадо,,2025,1,volga_region,157,2462,11,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
3787,Mizantrop,,2022,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
3787,Mizantrop,,2023,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
3787,Mizantrop,,2024,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
3787,Mizantrop,,2025,1,volga_region,152,2452,12,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
4961,Интeграл,,2022,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
4961,Интeграл,,2023,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
4961,Интeграл,,2024,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
4961,Интeграл,,2025,1,volga_region,139,2394,8,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
2781,Слюнявый Джон,,2022,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
2781,Слюнявый Джон,,2023,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
2781,Слюнявый Джон,,2024,1,,,,,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
2781,Слюнявый Джон,,2025,1,volga_region,138,2461,8,volga_region,"{""2025"": ""volga_region""}",volga_region,2025,1
